Index,x,y,feature,color
50,311.0695928450968,306.23175692051467,Feature 1,#FFFFFF
51,240.49391430322922,340.6269111265169,Feature 1,#FFFFFF
52,279.0365731924968,299.7884786330792,Feature 1,#FFFFFF
53,240.71670324721924,364.3730050520347,Feature 1,#FFFFFF
54,268.60537736269157,395.7205786935773,Feature 1,#FFFFFF
55,252.3085265940666,336.5375085381262,Feature 1,#FFFFFF
56,299.0399706002564,342.2520341156383,Feature 1,#FFFFFF
57,250.4803359436323,308.9786483259691,Feature 1,#FFFFFF
58,250.23624352160115,323.3684716052042,Feature 1,#FFFFFF
59,251.12245038525325,347.0889873717512,Feature 1,#FFFFFF
60,266.23815991784556,355.32419240893967,Feature 1,#FFFFFF
61,217.96818702024507,307.681351996873,Feature 1,#FFFFFF
62,303.839319408393,285.88661110570047,Feature 1,#FFFFFF
63,239.68930970162245,293.45283995320244,Feature 1,#FFFFFF
64,277.08984172039646,291.71958599336097,Feature 1,#FFFFFF
65,278.10107152089205,327.1093339871862,Feature 1,#FFFFFF
66,198.53212692182265,351.5330640375505,Feature 1,#FFFFFF
67,280.62048732223,359.3948104705648,Feature 1,#FFFFFF
68,235.9102874262151,291.5748628060302,Feature 1,#FFFFFF
69,308.08356002917515,285.9817239266136,Feature 1,#FFFFFF
70,227.06611650156074,276.922669370364,Feature 1,#FFFFFF
71,251.51171253676014,280.6848396183625,Feature 1,#FFFFFF
72,249.0088519478258,347.6268289567079,Feature 1,#FFFFFF
73,234.4611997993115,333.3566083966229,Feature 1,#FFFFFF
74,280.6034728924995,295.86388640480664,Feature 1,#FFFFFF
75,267.8391431465844,277.91112402678345,Feature 1,#FFFFFF
76,286.69687705820695,322.91835730142986,Feature 1,#FFFFFF
77,275.3013060348812,357.8643880926945,Feature 1,#FFFFFF
78,281.27224029093793,264.6211156587842,Feature 1,#FFFFFF
79,248.92266645430556,301.84547393879194,Feature 1,#FFFFFF
80,273.44187278600674,370.18143510984686,Feature 1,#FFFFFF
81,303.6099158880842,287.09490109535625,Feature 1,#FFFFFF
82,263.03964788633726,258.2148254486758,Feature 1,#FFFFFF
83,212.7495002514899,348.08187988609853,Feature 1,#FFFFFF
84,280.52919955765316,341.2917702030653,Feature 1,#FFFFFF
85,272.8682678448647,333.29535092327825,Feature 1,#FFFFFF
86,274.77461979073473,297.33027942598216,Feature 1,#FFFFFF
87,244.39842626408864,333.97464840100963,Feature 1,#FFFFFF
88,229.02487696272377,308.71124952526367,Feature 1,#FFFFFF
89,286.17131735378456,310.2250806229629,Feature 1,#FFFFFF
90,240.10618942627252,290.7669431725061,Feature 1,#FFFFFF
91,298.8182257667788,294.98092931485706,Feature 1,#FFFFFF
92,291.63947323984354,317.2322122348772,Feature 1,#FFFFFF
93,258.13759057090033,313.8776648520783,Feature 1,#FFFFFF
94,218.81844719367143,283.5981735324883,Feature 1,#FFFFFF
95,220.03563974613394,303.17736325293805,Feature 1,#FFFFFF
96,206.86764084110217,312.002382923538,Feature 1,#FFFFFF
97,262.22063522916466,320.77177891187876,Feature 1,#FFFFFF
98,267.7992171587693,369.65285899909105,Feature 1,#FFFFFF
99,259.1659025562493,312.37795192496003,Feature 1,#FFFFFF
100,284.33899665114313,296.5568905634218,Feature 1,#FFFFFF
101,303.5693281677518,260.7912075440528,Feature 1,#FFFFFF
102,276.0760788945643,302.5035779094812,Feature 1,#FFFFFF
103,234.99277902291195,295.91502014956285,Feature 1,#FFFFFF
104,287.16925931404967,278.6774122984219,Feature 1,#FFFFFF
105,304.1743669061141,296.0722106262403,Feature 1,#FFFFFF
106,270.3302688901271,311.05233661300616,Feature 1,#FFFFFF
107,231.78346284291854,294.82206108083557,Feature 1,#FFFFFF
108,258.379209336653,355.22922483634943,Feature 1,#FFFFFF
109,269.90671286510366,314.4058356180439,Feature 1,#FFFFFF
110,264.5114199931351,315.8539663929851,Feature 1,#FFFFFF
111,247.13219403894595,269.4237867825208,Feature 1,#FFFFFF
112,242.537525761491,294.49745275311454,Feature 1,#FFFFFF
113,289.3765622833913,298.86175894239585,Feature 1,#FFFFFF
114,249.55866195926558,298.38091881234834,Feature 1,#FFFFFF
115,312.1667438928863,285.7595866034359,Feature 1,#FFFFFF
116,216.84894094273915,323.96425912592395,Feature 1,#FFFFFF
117,321.57139475910856,326.4796672164274,Feature 1,#FFFFFF
118,215.38130465972608,315.60332594488494,Feature 1,#FFFFFF
119,278.8355354126857,303.70350904569,Feature 1,#FFFFFF
120,278.75232777143634,288.7310284999899,Feature 1,#FFFFFF
121,251.13809154211444,316.90490132431097,Feature 1,#FFFFFF
122,278.4362466179075,325.2319588664272,Feature 1,#FFFFFF
123,301.07238529668376,290.01916686341286,Feature 1,#FFFFFF
124,217.59829521025156,293.5985100762241,Feature 1,#FFFFFF
125,258.96867992393055,235.31315836662947,Feature 1,#FFFFFF
126,292.20176588341815,310.3472059040527,Feature 1,#FFFFFF
127,338.8833618871263,314.80036567387987,Feature 1,#FFFFFF
128,281.47400624029126,354.8873079587405,Feature 1,#FFFFFF
129,292.7124644676519,242.00652641980136,Feature 1,#FFFFFF
130,293.21510961897184,331.9973745760066,Feature 1,#FFFFFF
131,301.56772780213987,324.8481486227173,Feature 1,#FFFFFF
132,282.6279341566209,303.5579154028235,Feature 1,#FFFFFF
133,282.6045785494296,307.1351607772551,Feature 1,#FFFFFF
134,302.2435703469272,234.25103885198607,Feature 1,#FFFFFF
135,273.4322637173743,281.9144021410795,Feature 1,#FFFFFF
136,238.42524607635724,293.50541720347127,Feature 1,#FFFFFF
137,240.2074088842076,339.0501435599338,Feature 1,#FFFFFF
138,218.21130274319574,297.97951442197024,Feature 1,#FFFFFF
139,330.09758234154015,265.9588422984802,Feature 1,#FFFFFF
140,259.7600987429294,346.5879672861261,Feature 1,#FFFFFF
141,257.75245125028107,315.83409256192215,Feature 1,#FFFFFF
142,248.6733785839902,301.7039189717253,Feature 1,#FFFFFF
143,285.1891793539446,281.8160350147258,Feature 1,#FFFFFF
144,288.6311821169268,284.8694359275227,Feature 1,#FFFFFF
145,310.6204106066776,296.4737073175892,Feature 1,#FFFFFF
146,337.4312199670711,253.2343659745459,Feature 1,#FFFFFF
147,330.7950003873841,273.1939541945174,Feature 1,#FFFFFF
148,287.75729111697376,322.83587850082716,Feature 1,#FFFFFF
149,299.29912661193094,273.44494328569857,Feature 1,#FFFFFF
150,308.7519819613258,253.8022945684646,Feature 1,#FFFFFF
151,288.26531947269996,231.6760978639325,Feature 1,#FFFFFF
152,345.73314280685656,321.839515370031,Feature 1,#FFFFFF
153,289.03749629186376,280.8057548208256,Feature 1,#FFFFFF
154,309.37331102745844,336.8075978869479,Feature 1,#FFFFFF
155,306.7202816034689,291.06711146040413,Feature 1,#FFFFFF
156,293.792859560016,280.0137453867382,Feature 1,#FFFFFF
157,312.0435188789613,234.76613887596955,Feature 1,#FFFFFF
158,263.1699045947593,287.994411664686,Feature 1,#FFFFFF
159,315.76496906283745,259.11289819089717,Feature 1,#FFFFFF
160,278.9718699926707,277.61436221436554,Feature 1,#FFFFFF
161,249.06308909856307,320.82142691306774,Feature 1,#FFFFFF
162,302.3256269094888,248.521801642097,Feature 1,#FFFFFF
163,268.38552418630155,255.7418262827742,Feature 1,#FFFFFF
164,254.58601108237795,299.64143915923773,Feature 1,#FFFFFF
165,272.5651406950019,271.90165195248744,Feature 1,#FFFFFF
166,317.2713297151084,286.26957563110915,Feature 1,#FFFFFF
167,299.3569373364053,282.5972505229316,Feature 1,#FFFFFF
168,350.1599056160195,297.371569931407,Feature 1,#FFFFFF
169,317.4063245265698,250.91530584010954,Feature 1,#FFFFFF
170,304.61896295289245,276.982617575217,Feature 1,#FFFFFF
171,324.04051150938307,313.60861311810555,Feature 1,#FFFFFF
172,354.5245840857951,268.2271038221317,Feature 1,#FFFFFF
173,306.0573121736605,274.22240651782363,Feature 1,#FFFFFF
174,300.94733147398364,311.24945598202646,Feature 1,#FFFFFF
175,335.78983068036285,277.4848304947319,Feature 1,#FFFFFF
176,278.64942578789777,328.6007430693829,Feature 1,#FFFFFF
177,306.0354105423622,273.9109827499113,Feature 1,#FFFFFF
178,271.13536129965047,240.64322849001968,Feature 1,#FFFFFF
179,307.3539481342557,296.69605563690743,Feature 1,#FFFFFF
180,315.7436797607218,283.73846768211035,Feature 1,#FFFFFF
181,346.17332803732467,310.29470572178985,Feature 1,#FFFFFF
182,283.56390703979946,255.25640670753597,Feature 1,#FFFFFF
183,367.6695543990505,283.3341731443488,Feature 1,#FFFFFF
184,287.73788459041566,275.9541749230948,Feature 1,#FFFFFF
185,259.81643344745476,273.90870922296335,Feature 1,#FFFFFF
186,297.3688727576275,259.0067976407559,Feature 1,#FFFFFF
187,363.70677499254475,219.2231024607862,Feature 1,#FFFFFF
188,371.9093178083538,274.5304904379646,Feature 1,#FFFFFF
189,349.4247776651697,209.0116533752036,Feature 1,#FFFFFF
190,287.60702747774263,278.7986519369541,Feature 1,#FFFFFF
191,300.5055282645169,262.4069812727481,Feature 1,#FFFFFF
192,310.16264688776266,261.60384432527184,Feature 1,#FFFFFF
193,313.09103795047344,266.93578140670616,Feature 1,#FFFFFF
194,263.60049285974685,280.9501000032891,Feature 1,#FFFFFF
195,382.0492027178559,246.49752229321257,Feature 1,#FFFFFF
196,366.8792990595203,235.13430672708267,Feature 1,#FFFFFF
197,346.71111848449493,316.32757286527294,Feature 1,#FFFFFF
198,298.65146374472545,226.4502677401607,Feature 1,#FFFFFF
199,388.79333374854593,249.70959654775766,Feature 1,#FFFFFF
200,327.2752897324037,307.2803315822634,Feature 1,#FFFFFF
201,320.2162997930454,260.166645539522,Feature 1,#FFFFFF
202,294.02159630154665,294.15611633985503,Feature 1,#FFFFFF
203,269.64632245952595,297.4824691114926,Feature 1,#FFFFFF
204,346.40436137891163,303.9575739296261,Feature 1,#FFFFFF
205,326.1128144910454,230.72987815418784,Feature 1,#FFFFFF
206,297.22847873520385,219.2130458213519,Feature 1,#FFFFFF
207,369.2907636597164,277.4498839773822,Feature 1,#FFFFFF
208,292.5024549528973,273.8286814581852,Feature 1,#FFFFFF
209,316.70438343437075,276.63108841772146,Feature 1,#FFFFFF
210,333.39058404996837,236.4994604311031,Feature 1,#FFFFFF
211,360.0241061938537,226.6473426833729,Feature 1,#FFFFFF
212,275.3535913724432,259.7935278459277,Feature 1,#FFFFFF
213,358.57547357812547,291.1111984475698,Feature 1,#FFFFFF
214,334.7346696723345,240.13727764378305,Feature 1,#FFFFFF
215,299.34684230369635,254.75553820129986,Feature 1,#FFFFFF
216,300.9575820823833,304.92856132897447,Feature 1,#FFFFFF
217,336.3852920179709,250.2415620387898,Feature 1,#FFFFFF
218,353.12237097045164,294.416743563539,Feature 1,#FFFFFF
219,337.67075077349944,262.5365250403103,Feature 1,#FFFFFF
220,353.7318155190124,223.10970877557293,Feature 1,#FFFFFF
221,303.1027157805439,275.8612015731886,Feature 1,#FFFFFF
222,351.72703381587905,282.0563648981819,Feature 1,#FFFFFF
223,299.20225894107,282.6598597023931,Feature 1,#FFFFFF
224,319.2758774524177,241.46248298360788,Feature 1,#FFFFFF
225,370.5455357356485,289.8013423338192,Feature 1,#FFFFFF
226,325.2068609899881,236.02103132400725,Feature 1,#FFFFFF
227,345.9846033435781,263.4160185699854,Feature 1,#FFFFFF
228,356.40792722960373,245.32725199372413,Feature 1,#FFFFFF
229,356.2719330206521,213.90218716534122,Feature 1,#FFFFFF
230,369.24841784926787,195.3186914413682,Feature 1,#FFFFFF
231,324.1877653730906,213.70753393395813,Feature 1,#FFFFFF
232,379.32159278529235,274.40194411157336,Feature 1,#FFFFFF
233,310.17043174598894,226.39892339027176,Feature 1,#FFFFFF
234,354.439139515617,204.0626706884886,Feature 1,#FFFFFF
235,337.2715384197956,251.3348647378391,Feature 1,#FFFFFF
236,330.02409687322734,314.6800273132691,Feature 1,#FFFFFF
237,317.09649914466326,260.80042853703054,Feature 1,#FFFFFF
238,291.7902682260756,225.85581192219837,Feature 1,#FFFFFF
239,369.22946318067886,178.93310502756725,Feature 1,#FFFFFF
240,370.20442245972947,219.01987566807895,Feature 1,#FFFFFF
241,357.6366280036277,245.24194541607284,Feature 1,#FFFFFF
242,391.97497555377555,263.2059469230422,Feature 1,#FFFFFF
243,355.15016727711924,286.0186151068655,Feature 1,#FFFFFF
244,347.9587390230693,239.84335824861122,Feature 1,#FFFFFF
245,342.7482047850884,244.3628471004084,Feature 1,#FFFFFF
246,343.9047767496349,262.9796514638066,Feature 1,#FFFFFF
247,353.45308865852604,308.49363928990846,Feature 1,#FFFFFF
248,334.88937185939454,236.0570037494303,Feature 1,#FFFFFF
249,324.63486053296725,234.1756750805657,Feature 1,#FFFFFF
250,350.6368891787542,256.6323668815795,Feature 1,#FFFFFF
251,280.7088180281137,230.88428712493496,Feature 1,#FFFFFF
252,343.0014251672146,238.84776859289428,Feature 1,#FFFFFF
253,357.88633547996363,241.15844661908372,Feature 1,#FFFFFF
254,348.4398308202314,301.8982271728041,Feature 1,#FFFFFF
255,289.46122658075103,197.54479260545986,Feature 1,#FFFFFF
256,375.93287631092915,237.62009288922198,Feature 1,#FFFFFF
257,366.942387735327,181.43038862663684,Feature 1,#FFFFFF
258,359.9407688082023,241.7153339769329,Feature 1,#FFFFFF
259,361.56870928428725,253.1204541054661,Feature 1,#FFFFFF
260,348.44678584825346,204.73730705428687,Feature 1,#FFFFFF
261,349.9754484409058,235.3453252049329,Feature 1,#FFFFFF
262,355.6717121633316,191.72600445953378,Feature 1,#FFFFFF
263,305.4697998383284,219.4851990822022,Feature 1,#FFFFFF
264,304.0710893537891,217.84526265434928,Feature 1,#FFFFFF
265,306.7172273603254,189.2443851789827,Feature 1,#FFFFFF
266,334.0304365990526,252.27085330325676,Feature 1,#FFFFFF
267,290.8143083167225,264.0930317362954,Feature 1,#FFFFFF
268,359.895446244767,239.91342111334987,Feature 1,#FFFFFF
269,379.0305453767473,202.88894894925383,Feature 1,#FFFFFF
270,287.28700323707704,218.45002510870316,Feature 1,#FFFFFF
271,375.9520711411606,223.20282306530453,Feature 1,#FFFFFF
272,331.5475440746325,198.47872316846627,Feature 1,#FFFFFF
273,373.56787324145125,212.5107383239571,Feature 1,#FFFFFF
274,360.34193840278317,235.542796434877,Feature 1,#FFFFFF
275,308.30531444707225,279.41665584414545,Feature 1,#FFFFFF
276,359.9314979255634,233.53945579490076,Feature 1,#FFFFFF
277,381.1375716035261,252.56942634513467,Feature 1,#FFFFFF
278,295.0423465111831,191.2700189538475,Feature 1,#FFFFFF
279,357.31455933758764,304.14841742373363,Feature 1,#FFFFFF
280,374.99281612781067,212.64307796039844,Feature 1,#FFFFFF
281,419.09999629449135,258.5461313747833,Feature 1,#FFFFFF
282,364.90134263399165,166.19499401445512,Feature 1,#FFFFFF
283,329.9711035835346,253.10757519055898,Feature 1,#FFFFFF
284,333.31544046530837,219.26590875854657,Feature 1,#FFFFFF
285,329.68976106631317,238.45284467513864,Feature 1,#FFFFFF
286,350.4609145786767,223.14711652136418,Feature 1,#FFFFFF
287,344.9330690528894,286.74666060866514,Feature 1,#FFFFFF
288,326.94510479196913,281.53841819473746,Feature 1,#FFFFFF
289,320.71168653306034,249.600867704236,Feature 1,#FFFFFF
290,371.90177751747484,251.23080458363273,Feature 1,#FFFFFF
291,397.1051881990269,254.03590659870594,Feature 1,#FFFFFF
292,300.3423173422911,212.86442156056302,Feature 1,#FFFFFF
293,379.9160888338038,261.90788846455916,Feature 1,#FFFFFF
294,354.9019732671729,230.27731571550208,Feature 1,#FFFFFF
295,347.38457984538445,241.89264560150653,Feature 1,#FFFFFF
296,351.9995838617957,212.84297721525041,Feature 1,#FFFFFF
297,319.2558287112049,186.66369468878128,Feature 1,#FFFFFF
298,350.8618987667452,255.76963060223227,Feature 1,#FFFFFF
299,364.47571563894275,237.9648654032377,Feature 1,#FFFFFF
300,342.7519918464831,283.40130713752023,Feature 1,#FFFFFF
301,376.95662211286196,261.1971305336654,Feature 1,#FFFFFF
302,374.94787759615673,173.07708214856305,Feature 1,#FFFFFF
303,350.9679985674885,294.8620045475731,Feature 1,#FFFFFF
304,364.100706248516,236.57332717160594,Feature 1,#FFFFFF
305,361.99228289491305,207.43072096972594,Feature 1,#FFFFFF
306,333.66252206113745,220.46642150598063,Feature 1,#FFFFFF
307,292.4393288610519,231.07924847729032,Feature 1,#FFFFFF
308,375.8416796018563,177.05178850192192,Feature 1,#FFFFFF
309,344.40061541317107,231.68160013049376,Feature 1,#FFFFFF
310,366.82820105692485,219.34079437295392,Feature 1,#FFFFFF
311,358.2206294802197,193.65141338817114,Feature 1,#FFFFFF
312,340.4419048444175,263.99943297665385,Feature 1,#FFFFFF
313,344.4036035594998,246.92739709673305,Feature 1,#FFFFFF
314,370.00734387851656,217.5285423665653,Feature 1,#FFFFFF
315,343.20629812411477,224.71674552619507,Feature 1,#FFFFFF
316,343.6783342949634,220.82203594364228,Feature 1,#FFFFFF
317,323.45515915497117,218.12591062445313,Feature 1,#FFFFFF
318,382.58807514769154,241.4389627881355,Feature 1,#FFFFFF
319,371.66938223092393,227.96709777406005,Feature 1,#FFFFFF
320,378.1012683636764,273.4544065904235,Feature 1,#FFFFFF
321,418.21995005961816,234.53762160110716,Feature 1,#FFFFFF
322,365.67075899885566,223.75200635946698,Feature 1,#FFFFFF
323,410.40765276858394,248.1842141997773,Feature 1,#FFFFFF
324,439.3547276491279,237.68501456013573,Feature 1,#FFFFFF
325,353.02572525878725,183.38310959965992,Feature 1,#FFFFFF
326,396.57774957528693,218.83134742864766,Feature 1,#FFFFFF
327,363.80695998858766,209.50453293166527,Feature 1,#FFFFFF
328,385.17336850979376,224.63121443122768,Feature 1,#FFFFFF
329,365.42055788360915,213.2897016500067,Feature 1,#FFFFFF
330,410.4032283766191,165.45215697879627,Feature 1,#FFFFFF
331,346.32300041294144,242.0437118555977,Feature 1,#FFFFFF
332,384.91704592664223,208.05319570441952,Feature 1,#FFFFFF
333,360.5400250085912,219.96868705981225,Feature 1,#FFFFFF
334,387.5753786745104,224.54017388992224,Feature 1,#FFFFFF
335,331.6164908295707,196.07612065448734,Feature 1,#FFFFFF
336,311.6275708113126,189.82173511591728,Feature 1,#FFFFFF
337,351.77322249151047,221.47003180657214,Feature 1,#FFFFFF
338,382.45960566730594,227.34925936863704,Feature 1,#FFFFFF
339,449.6944965962867,219.8179652486154,Feature 1,#FFFFFF
340,408.6992171818873,239.10559277619768,Feature 1,#FFFFFF
341,387.2586226791014,251.10590441656086,Feature 1,#FFFFFF
342,426.5301288061613,202.77856097387732,Feature 1,#FFFFFF
343,374.46154140417394,211.32816537520287,Feature 1,#FFFFFF
344,383.8279674745827,218.45239972505456,Feature 1,#FFFFFF
345,392.0651576213289,266.4856830068492,Feature 1,#FFFFFF
346,385.61102570169766,210.18513632239447,Feature 1,#FFFFFF
347,372.300515521319,199.17423236187955,Feature 1,#FFFFFF
348,373.4562393615729,273.78132016344915,Feature 1,#FFFFFF
349,383.73919550816834,162.50727050900255,Feature 1,#FFFFFF
350,362.1367004991952,163.14842762592804,Feature 1,#FFFFFF
351,335.52229748618805,242.56673260941875,Feature 1,#FFFFFF
352,385.57426632070826,211.70750683096622,Feature 1,#FFFFFF
353,429.06876829405115,208.9211209926296,Feature 1,#FFFFFF
354,421.8443464784103,260.2257543008508,Feature 1,#FFFFFF
355,356.10127367562757,212.3448283160618,Feature 1,#FFFFFF
356,334.9365262075057,186.2864664970231,Feature 1,#FFFFFF
357,364.40424045584314,219.7161193537205,Feature 1,#FFFFFF
358,402.9150788924735,235.31826523099005,Feature 1,#FFFFFF
359,371.08870432589464,238.25338996738859,Feature 1,#FFFFFF
360,397.36437927268895,221.8316821655176,Feature 1,#FFFFFF
361,434.91684590510334,178.2465345109383,Feature 1,#FFFFFF
362,363.41124902772924,248.53188672761638,Feature 1,#FFFFFF
363,339.9778962937446,194.65047484870865,Feature 1,#FFFFFF
364,372.1309150014608,149.0555581758578,Feature 1,#FFFFFF
365,352.7854507946944,182.72203831252222,Feature 1,#FFFFFF
366,356.194227055125,175.8517966483282,Feature 1,#FFFFFF
367,398.98545160729725,210.34980280771177,Feature 1,#FFFFFF
368,383.4639999241063,174.8687834284852,Feature 1,#FFFFFF
369,372.54514799053857,232.56836108256022,Feature 1,#FFFFFF
370,428.7061824673744,202.7911014720766,Feature 1,#FFFFFF
371,374.7820506028753,224.08722856335277,Feature 1,#FFFFFF
372,335.0516651764833,200.34993146358312,Feature 1,#FFFFFF
373,427.4760860569203,204.68464275555792,Feature 1,#FFFFFF
374,433.3555754626195,256.40815687169356,Feature 1,#FFFFFF
375,394.21583613936474,207.6400864019952,Feature 1,#FFFFFF
376,349.5309220949119,214.98635449129472,Feature 1,#FFFFFF
377,425.16752257874066,179.10325756256162,Feature 1,#FFFFFF
378,403.0188656996736,144.00466945720103,Feature 1,#FFFFFF
379,383.1848447550944,215.8847372354045,Feature 1,#FFFFFF
380,406.41991390093744,192.8760055120807,Feature 1,#FFFFFF
381,321.92552045399657,193.3978614946987,Feature 1,#FFFFFF
382,403.42790007167116,193.77599251980587,Feature 1,#FFFFFF
383,394.186154777255,212.9326091520617,Feature 1,#FFFFFF
384,351.73541758054773,229.4274898711865,Feature 1,#FFFFFF
385,376.33302147366305,277.09709604966395,Feature 1,#FFFFFF
386,347.7191791833397,193.24358058333067,Feature 1,#FFFFFF
387,330.1818517803288,228.9430687264232,Feature 1,#FFFFFF
388,438.20255587593425,187.77289204571414,Feature 1,#FFFFFF
389,350.28085721020324,209.8806676600345,Feature 1,#FFFFFF
390,402.85671207385496,245.88865508692777,Feature 1,#FFFFFF
391,353.3766976357258,178.97943128241818,Feature 1,#FFFFFF
392,363.12094355841595,246.30320096261127,Feature 1,#FFFFFF
393,436.7483441393596,186.38237589637083,Feature 1,#FFFFFF
394,393.7361418887452,209.75294074590192,Feature 1,#FFFFFF
395,418.7543555618941,250.27288449100575,Feature 1,#FFFFFF
396,400.6901276957735,207.3759737781681,Feature 1,#FFFFFF
397,392.47265364225797,207.8225319704642,Feature 1,#FFFFFF
398,349.7944374940075,238.9287691642627,Feature 1,#FFFFFF
399,352.67109737888404,197.14557491048967,Feature 1,#FFFFFF
400,408.5002871497932,267.5318079054277,Feature 1,#FFFFFF
401,386.3890903822472,259.3184736789058,Feature 1,#FFFFFF
402,439.49240374414603,242.02834085867534,Feature 1,#FFFFFF
403,364.5155245566377,237.25423472174884,Feature 1,#FFFFFF
404,372.2937529233426,211.59640149764522,Feature 1,#FFFFFF
405,415.1628712758216,197.44611453740458,Feature 1,#FFFFFF
406,377.48096055083425,192.51944495938645,Feature 1,#FFFFFF
407,419.2442039595006,227.1972863032137,Feature 1,#FFFFFF
408,408.1091807497664,156.03745207360825,Feature 1,#FFFFFF
409,459.35440785550395,209.25376064579604,Feature 1,#FFFFFF
410,343.03138935812177,231.52603135401662,Feature 1,#FFFFFF
411,382.8113706099406,179.3715267858707,Feature 1,#FFFFFF
412,412.6545556949794,165.2803815514548,Feature 1,#FFFFFF
413,360.991151577041,157.62790816004474,Feature 1,#FFFFFF
414,420.19672041899986,215.8171426886967,Feature 1,#FFFFFF
415,443.80835218123224,230.95424386770046,Feature 1,#FFFFFF
416,437.1680411839673,251.26018065424617,Feature 1,#FFFFFF
417,355.1590151737258,157.89887106495195,Feature 1,#FFFFFF
418,344.60773353278404,168.42444657941297,Feature 1,#FFFFFF
419,376.93905357054547,251.21260237627266,Feature 1,#FFFFFF
420,408.6017359124872,204.76552080902843,Feature 1,#FFFFFF
421,435.8770711577051,140.21992472022316,Feature 1,#FFFFFF
422,409.2219075015172,202.92009467178585,Feature 1,#FFFFFF
423,402.9940438143085,222.32347254694128,Feature 1,#FFFFFF
424,457.2857711750715,244.30145659094512,Feature 1,#FFFFFF
425,439.6073362194705,210.29620241978645,Feature 1,#FFFFFF
426,346.2240533802817,219.49340218587486,Feature 1,#FFFFFF
427,403.0690178308016,209.40849113180104,Feature 1,#FFFFFF
428,422.28073261110444,201.83390997929632,Feature 1,#FFFFFF
429,402.4832887260337,200.84542486993743,Feature 1,#FFFFFF
430,366.80694563367166,259.35676863554,Feature 1,#FFFFFF
431,452.11248471958766,234.6256906658723,Feature 1,#FFFFFF
432,342.03950932229895,205.29411601312023,Feature 1,#FFFFFF
433,335.16306197566826,215.67370178831553,Feature 1,#FFFFFF
434,373.4291164887005,199.5220229099943,Feature 1,#FFFFFF
435,443.7958175766763,150.8598355054764,Feature 1,#FFFFFF
436,399.6148688166666,238.63481191778365,Feature 1,#FFFFFF
437,410.33401991974665,196.86317911822306,Feature 1,#FFFFFF
